unit_id,panel_id,room,orientation,is_exterior
263,3B_WINDOW9,bedroom 01,West,True
263,3B_WINDOW8,bedroom 01,North,True
263,3B_FLOOR11,bedroom 01,,True
263,3B_ROOF12,bedroom 01,,False
263,3B_WINDOW13,bedroom 02,North,True
263,3B_WINDOW15,bedroom 02,East,True
263,3B_WALL14,bedroom 02,,False
263,3B_FLOOR16,bedroom 02,,False
263,3B_ROOF17,bedroom 02,,False
263,3B_WINDOW3,bedroom 03,North,True
263,3B_WALL5,bedroom 03,,False
263,3B_WALL4,bedroom 03,,False
263,3B_FLOOR6,bedroom 03,,False
263,3B_ROOF7,bedroom 03,,False
268,2B_WALL1,kitchen,,False
268,2B_DOOR0,living room,,False
268,2B_FLOOR2,living room,,False
268,2B_ROOF3,living room,,False
268,2B_WALL11,bedroom 01,West,True
268,2B_WINDOW10,bedroom 01,East,True
268,2B_WINDOW9,bedroom 01,South,True
268,2B_FLOOR12,bedroom 01,,False
268,2B_ROOF13,bedroom 01,,False
268,2B_WINDOW4,bedroom 02,South,True
268,2B_WALL6,bedroom 02,,False
268,2B_WALL5,bedroom 02,,False
268,2B_FLOOR7,bedroom 02,,False
268,2B_ROOF8,bedroom 02,,False
290,3B_DOOR0,living room,,False
290,3B_FLOOR1,living room,,False
290,3B_ROOF2,living room,,False
290,3B_WALL10,bathroom,South,True
290,3B_WINDOW9,bedroom 01,North,True
290,3B_WALL8,bedroom 01,,False
290,3B_FLOOR11,bedroom 01,,False
290,3B_ROOF12,bedroom 01,,False
290,3B_WINDOW13,bedroom 02,East,True
290,3B_WALL15,bedroom 02,,False
290,3B_WALL14,bedroom 02,,False
290,3B_FLOOR16,bedroom 02,,False
290,3B_ROOF17,bedroom 02,,False
290,3B_WINDOW4,bedroom 03,North,True
290,3B_WINDOW3,bedroom 03,East,True
290,3B_WALL5,bedroom 03,,False
290,3B_FLOOR6,bedroom 03,,False
290,3B_ROOF7,bedroom 03,,False
286,3B_DOOR0,living room,,False
286,3B_FLOOR1,living room,,False
286,3B_ROOF2,living room,,False
286,3B_WALL10,bathroom,North,True
286,3B_WINDOW9,bedroom 01,South,True
286,3B_WINDOW8,bedroom 01,West,True
286,3B_FLOOR11,bedroom 01,,False
286,3B_ROOF12,bedroom 01,,True
286,3B_WINDOW13,bedroom 02,West,True
286,3B_WALL15,bedroom 02,,False
286,3B_WALL14,bedroom 02,,False
286,3B_FLOOR16,bedroom 02,,False
286,3B_ROOF17,bedroom 02,,False
286,3B_WINDOW3,bedroom 03,West,True
286,3B_WALL5,bedroom 03,,False
286,3B_WALL4,bedroom 03,,False
286,3B_FLOOR6,bedroom 03,,False
286,3B_ROOF7,bedroom 03,,False
264,2B_WALL1,kitchen,,False
264,2B_DOOR0,living room,,False
264,2B_FLOOR2,living room,,False
264,2B_ROOF3,living room,,False
264,2B_WALL11,bedroom 01,East,True
264,2B_WINDOW10,bedroom 01,West,True
264,2B_WINDOW9,bedroom 01,North,True
264,2B_FLOOR12,bedroom 01,,False
264,2B_ROOF13,bedroom 01,,False
264,2B_WINDOW4,bedroom 02,North,True
264,2B_WALL6,bedroom 02,,False
264,2B_WALL5,bedroom 02,,False
264,2B_FLOOR7,bedroom 02,,False
264,2B_ROOF8,bedroom 02,,False
261,3B_DOOR0,living room,,False
261,3B_FLOOR1,living room,,False
261,3B_ROOF2,living room,,False
261,3B_WALL10,bathroom,East,True
261,3B_WINDOW9,bedroom 01,West,True
261,3B_WINDOW8,bedroom 01,North,True
261,3B_FLOOR11,bedroom 01,,False
261,3B_ROOF12,bedroom 01,,False
261,3B_WINDOW13,bedroom 02,North,True
261,3B_WINDOW15,bedroom 02,East,True
261,3B_WALL14,bedroom 02,,False
261,3B_FLOOR16,bedroom 02,,False
261,3B_ROOF17,bedroom 02,,False
261,3B_WINDOW3,bedroom 03,North,True
261,3B_WALL5,bedroom 03,,False
261,3B_WALL4,bedroom 03,,False
261,3B_FLOOR6,bedroom 03,,False
261,3B_ROOF7,bedroom 03,,False
272,3B_DOOR0,living room,,False
272,3B_FLOOR1,living room,,False
272,3B_ROOF2,living room,,False
272,3B_WALL10,bathroom,West,True
272,3B_WINDOW9,bedroom 01,East,True
272,3B_WINDOW8,bedroom 01,South,True
272,3B_FLOOR11,bedroom 01,,True
272,3B_ROOF12,bedroom 01,,True
272,3B_WINDOW13,bedroom 02,South,True
272,3B_WALL15,bedroom 02,,False
272,3B_WALL14,bedroom 02,,False
272,3B_FLOOR16,bedroom 02,,False
272,3B_ROOF17,bedroom 02,,False
272,3B_WINDOW3,bedroom 03,South,True
272,3B_WALL5,bedroom 03,,False
272,3B_WALL4,bedroom 03,,False
272,3B_FLOOR6,bedroom 03,,False
272,3B_ROOF7,bedroom 03,,False
278,3B_DOOR0,living room,,False
278,3B_FLOOR1,living room,,False
278,3B_ROOF2,living room,,False
278,3B_WALL10,bathroom,South,True
278,3B_WINDOW9,bedroom 01,North,True
278,3B_WINDOW8,bedroom 01,East,True
278,3B_FLOOR11,bedroom 01,,False
278,3B_ROOF12,bedroom 01,,False
278,3B_WINDOW13,bedroom 02,East,True
278,3B_WALL15,bedroom 02,,False
278,3B_WALL14,bedroom 02,,False
278,3B_FLOOR16,bedroom 02,,False
278,3B_ROOF17,bedroom 02,,False
278,3B_WINDOW3,bedroom 03,East,True
278,3B_WALL5,bedroom 03,,False
278,3B_WALL4,bedroom 03,,False
278,3B_FLOOR6,bedroom 03,,False
278,3B_ROOF7,bedroom 03,,False
269,2B_WALL1,kitchen,,False
269,2B_DOOR0,living room,,False
269,2B_FLOOR2,living room,,False
269,2B_ROOF3,living room,,False
269,2B_WALL11,bedroom 01,West,True
269,2B_WINDOW10,bedroom 01,East,True
269,2B_WINDOW9,bedroom 01,South,True
269,2B_FLOOR12,bedroom 01,,True
269,2B_ROOF13,bedroom 01,,True
269,2B_WINDOW4,bedroom 02,South,True
269,2B_WALL6,bedroom 02,,False
269,2B_WALL5,bedroom 02,,False
269,2B_FLOOR7,bedroom 02,,False
269,2B_ROOF8,bedroom 02,,False
293,2B_WALL1,kitchen,,False
293,2B_DOOR0,living room,,False
293,2B_FLOOR2,living room,,False
293,2B_ROOF3,living room,,False
293,2B_WALL11,bedroom 01,West,True
293,2B_WINDOW10,bedroom 01,East,True
293,2B_WINDOW9,bedroom 01,South,True
293,2B_FLOOR12,bedroom 01,,True
293,2B_ROOF13,bedroom 01,,True
293,2B_WINDOW4,bedroom 02,South,True
293,2B_WALL6,bedroom 02,,False
293,2B_WALL5,bedroom 02,,False
293,2B_FLOOR7,bedroom 02,,False
293,2B_ROOF8,bedroom 02,,True
283,3B_DOOR0,living room,,False
283,3B_FLOOR1,living room,,False
283,3B_ROOF2,living room,,False
283,3B_WALL10,bathroom,South,True
283,3B_WINDOW9,bedroom 01,North,True
283,3B_WINDOW8,bedroom 01,East,True
283,3B_FLOOR11,bedroom 01,,False
283,3B_ROOF12,bedroom 01,,True
283,3B_WINDOW13,bedroom 02,East,True
283,3B_WINDOW15,bedroom 02,South,True
283,3B_WINDOW14,bedroom 02,West,True
283,3B_FLOOR16,bedroom 02,,False
283,3B_ROOF17,bedroom 02,,False
283,3B_WINDOW5,bedroom 03,West,True
283,3B_WINDOW3,bedroom 03,East,True
283,3B_WALL4,bedroom 03,,False
283,3B_FLOOR6,bedroom 03,,False
283,3B_ROOF7,bedroom 03,,False
299,2B_WALL1,kitchen,,False
299,2B_DOOR0,living room,,False
299,2B_FLOOR2,living room,,False
299,2B_ROOF3,living room,,False
299,2B_WALL11,bedroom 01,North,True
299,2B_WINDOW10,bedroom 01,South,True
299,2B_WINDOW9,bedroom 01,West,True
299,2B_FLOOR12,bedroom 01,,False
299,2B_ROOF13,bedroom 01,,True
299,2B_WINDOW4,bedroom 02,West,True
299,2B_WALL6,bedroom 02,,False
299,2B_WALL5,bedroom 02,,False
299,2B_FLOOR7,bedroom 02,,False
299,2B_ROOF8,bedroom 02,,True
287,2B_WALL1,kitchen,,False
287,2B_DOOR0,living room,,False
287,2B_FLOOR2,living room,,True
287,2B_ROOF3,living room,,False
287,2B_WALL11,bedroom 01,East,True
287,2B_WINDOW10,bedroom 01,West,True
287,2B_WINDOW9,bedroom 01,North,True
287,2B_FLOOR12,bedroom 01,,False
287,2B_ROOF13,bedroom 01,,False
287,2B_WINDOW4,bedroom 02,North,True
287,2B_WALL6,bedroom 02,,False
287,2B_WALL5,bedroom 02,,False
287,2B_FLOOR7,bedroom 02,,False
287,2B_ROOF8,bedroom 02,,False
270,2B_WALL1,kitchen,,False
270,2B_DOOR0,living room,,False
270,2B_FLOOR2,living room,,False
270,2B_ROOF3,living room,,False
270,2B_WALL11,bedroom 01,East,True
270,2B_WINDOW10,bedroom 01,West,True
270,2B_WINDOW9,bedroom 01,North,True
270,2B_FLOOR12,bedroom 01,,True
270,2B_ROOF13,bedroom 01,,True
270,2B_WINDOW4,bedroom 02,North,True
270,2B_WALL6,bedroom 02,,False
270,2B_WALL5,bedroom 02,,False
270,2B_FLOOR7,bedroom 02,,False
270,2B_ROOF8,bedroom 02,,False
2101,3B_DOOR0,living room,,False
2101,3B_FLOOR1,living room,,False
2101,3B_ROOF2,living room,,True
2101,3B_WALL10,bathroom,West,True
2101,3B_WINDOW9,bedroom 01,East,True
2101,3B_WINDOW8,bedroom 01,South,True
2101,3B_FLOOR11,bedroom 01,,False
2101,3B_ROOF12,bedroom 01,,True
2101,3B_WINDOW13,bedroom 02,South,True
2101,3B_WINDOW15,bedroom 02,West,True
2101,3B_WALL14,bedroom 02,,False
2101,3B_FLOOR16,bedroom 02,,False
2101,3B_ROOF17,bedroom 02,,True
2101,3B_WINDOW3,bedroom 03,South,True
2101,3B_WALL5,bedroom 03,,False
2101,3B_WALL4,bedroom 03,,False
2101,3B_FLOOR6,bedroom 03,,False
2101,3B_ROOF7,bedroom 03,,True
296,3B_DOOR0,living room,,False
296,3B_FLOOR1,living room,,False
296,3B_ROOF2,living room,,True
296,3B_WALL10,bathroom,West,True
296,3B_WINDOW9,bedroom 01,East,True
296,3B_WINDOW8,bedroom 01,South,True
296,3B_FLOOR11,bedroom 01,,True
296,3B_ROOF12,bedroom 01,,True
296,3B_WINDOW13,bedroom 02,South,True
296,3B_WALL15,bedroom 02,,False
296,3B_WALL14,bedroom 02,,False
296,3B_FLOOR16,bedroom 02,,False
296,3B_ROOF17,bedroom 02,,False
296,3B_WINDOW3,bedroom 03,South,True
296,3B_WALL5,bedroom 03,,False
296,3B_WALL4,bedroom 03,,False
296,3B_FLOOR6,bedroom 03,,False
296,3B_ROOF7,bedroom 03,,False
292,1B_WALL0,kitchen,North,True
292,1B_WINDOW1,living room,South,True
292,1B_DOOR2,living room,,False
292,1B_FLOOR3,living room,,False
292,1B_ROOF4,living room,,False
292,1B_WINDOW5,bathroom,North,True
292,1B_WINDOW7,bedroom 01,South,True
292,1B_WINDOW6,bedroom 01,West,True
292,1B_FLOOR8,bedroom 01,,False
292,1B_ROOF9,bedroom 01,,False
271,3B_DOOR0,living room,,False
271,3B_FLOOR1,living room,,False
271,3B_ROOF2,living room,,False
271,3B_WALL10,bathroom,South,True
271,3B_WINDOW9,bedroom 01,North,True
271,3B_WINDOW8,bedroom 01,East,True
271,3B_FLOOR11,bedroom 01,,False
271,3B_ROOF12,bedroom 01,,False
271,3B_WINDOW13,bedroom 02,East,True
271,3B_WALL15,bedroom 02,,False
271,3B_WALL14,bedroom 02,,False
271,3B_FLOOR16,bedroom 02,,False
271,3B_ROOF17,bedroom 02,,False
271,3B_WINDOW3,bedroom 03,East,True
271,3B_WALL5,bedroom 03,,False
271,3B_WALL4,bedroom 03,,False
271,3B_FLOOR6,bedroom 03,,False
271,3B_ROOF7,bedroom 03,,False
266,2B_WALL1,kitchen,,False
266,2B_DOOR0,living room,,False
266,2B_FLOOR2,living room,,False
266,2B_ROOF3,living room,,False
266,2B_WALL11,bedroom 01,East,True
266,2B_WINDOW10,bedroom 01,West,True
266,2B_WINDOW9,bedroom 01,North,True
266,2B_FLOOR12,bedroom 01,,False
266,2B_ROOF13,bedroom 01,,False
266,2B_WINDOW4,bedroom 02,North,True
266,2B_WALL6,bedroom 02,,False
266,2B_WALL5,bedroom 02,,False
266,2B_FLOOR7,bedroom 02,,False
266,2B_ROOF8,bedroom 02,,False
2102,1B_WALL0,kitchen,,False
2102,1B_DOOR2,living room,,False
2102,1B_FLOOR3,living room,,False
2102,1B_ROOF4,living room,,False
2102,1B_WALL7,bedroom 01,,False
2102,1B_FLOOR8,bedroom 01,,False
2102,1B_ROOF9,bedroom 01,,False
291,3B_DOOR0,living room,,False
291,3B_FLOOR1,living room,,False
291,3B_ROOF2,living room,,False
291,3B_WALL10,bathroom,West,True
291,3B_WINDOW9,bedroom 01,East,True
291,3B_WINDOW8,bedroom 01,South,True
291,3B_FLOOR11,bedroom 01,,False
291,3B_ROOF12,bedroom 01,,True
291,3B_WINDOW13,bedroom 02,South,True
291,3B_WALL15,bedroom 02,,False
291,3B_WALL14,bedroom 02,,False
291,3B_FLOOR16,bedroom 02,,False
291,3B_ROOF17,bedroom 02,,True
291,3B_WINDOW4,bedroom 03,East,True
291,3B_WINDOW3,bedroom 03,South,True
291,3B_WALL5,bedroom 03,,False
291,3B_FLOOR6,bedroom 03,,False
291,3B_ROOF7,bedroom 03,,True
265,2B_WALL1,kitchen,,False
265,2B_DOOR0,living room,,False
265,2B_FLOOR2,living room,,False
265,2B_ROOF3,living room,,False
265,2B_WALL11,bedroom 01,South,True
265,2B_WINDOW10,bedroom 01,North,True
265,2B_WINDOW9,bedroom 01,East,True
265,2B_FLOOR12,bedroom 01,,True
265,2B_ROOF13,bedroom 01,,True
265,2B_WINDOW4,bedroom 02,East,True
265,2B_WALL6,bedroom 02,,False
265,2B_WALL5,bedroom 02,,False
265,2B_FLOOR7,bedroom 02,,False
265,2B_ROOF8,bedroom 02,,False
275,2B_WALL1,kitchen,,False
275,2B_DOOR0,living room,,False
275,2B_FLOOR2,living room,,False
275,2B_ROOF3,living room,,False
275,2B_WALL11,bedroom 01,North,True
275,2B_WINDOW10,bedroom 01,South,True
275,2B_WINDOW9,bedroom 01,West,True
275,2B_FLOOR12,bedroom 01,,False
275,2B_ROOF13,bedroom 01,,False
275,2B_WINDOW4,bedroom 02,West,True
275,2B_WALL6,bedroom 02,,False
275,2B_WALL5,bedroom 02,,False
275,2B_FLOOR7,bedroom 02,,True
275,2B_ROOF8,bedroom 02,,False
262,1B_WALL0,kitchen,,False
262,1B_DOOR2,living room,,False
262,1B_FLOOR3,living room,,False
262,1B_ROOF4,living room,,False
262,1B_WALL5,bathroom,,False
262,1B_FLOOR8,bedroom 01,,False
262,1B_ROOF9,bedroom 01,,False
274,3B_DOOR0,living room,,False
274,3B_FLOOR1,living room,,False
274,3B_ROOF2,living room,,False
274,3B_WALL10,bathroom,West,True
274,3B_WINDOW9,bedroom 01,East,True
274,3B_WINDOW8,bedroom 01,South,True
274,3B_FLOOR11,bedroom 01,,True
274,3B_ROOF12,bedroom 01,,True
274,3B_WINDOW13,bedroom 02,South,True
274,3B_WALL15,bedroom 02,,False
274,3B_WALL14,bedroom 02,,False
274,3B_FLOOR16,bedroom 02,,False
274,3B_ROOF17,bedroom 02,,False
274,3B_WINDOW3,bedroom 03,South,True
274,3B_WALL5,bedroom 03,,False
274,3B_WALL4,bedroom 03,,False
274,3B_FLOOR6,bedroom 03,,False
274,3B_ROOF7,bedroom 03,,False
298,3B_DOOR0,living room,,False
298,3B_FLOOR1,living room,,False
298,3B_ROOF2,living room,,True
298,3B_WALL10,bathroom,West,True
298,3B_WINDOW9,bedroom 01,East,True
298,3B_WINDOW8,bedroom 01,South,True
298,3B_FLOOR11,bedroom 01,,True
298,3B_ROOF12,bedroom 01,,True
298,3B_WINDOW13,bedroom 02,South,True
298,3B_WALL15,bedroom 02,,False
298,3B_WALL14,bedroom 02,,False
298,3B_FLOOR16,bedroom 02,,False
298,3B_ROOF17,bedroom 02,,False
298,3B_WINDOW3,bedroom 03,South,True
298,3B_WALL5,bedroom 03,,False
298,3B_WALL4,bedroom 03,,False
298,3B_FLOOR6,bedroom 03,,False
298,3B_ROOF7,bedroom 03,,True
281,3B_DOOR0,living room,,False
281,3B_FLOOR1,living room,,False
281,3B_ROOF2,living room,,False
281,3B_WALL10,bathroom,North,True
281,3B_WINDOW9,bedroom 01,South,True
281,3B_WINDOW8,bedroom 01,West,True
281,3B_FLOOR11,bedroom 01,,False
281,3B_ROOF12,bedroom 01,,False
281,3B_WINDOW13,bedroom 02,West,True
281,3B_WALL15,bedroom 02,,False
281,3B_WALL14,bedroom 02,,False
281,3B_FLOOR16,bedroom 02,,True
281,3B_ROOF17,bedroom 02,,True
281,3B_WINDOW3,bedroom 03,West,True
281,3B_WALL5,bedroom 03,,False
281,3B_WALL4,bedroom 03,,False
281,3B_FLOOR6,bedroom 03,,False
281,3B_ROOF7,bedroom 03,,False
277,3B_DOOR0,living room,,False
277,3B_FLOOR1,living room,,True
277,3B_ROOF2,living room,,False
277,3B_WALL10,bathroom,West,True
277,3B_WINDOW9,bedroom 01,East,True
277,3B_WALL8,bedroom 01,,False
277,3B_FLOOR11,bedroom 01,,False
277,3B_ROOF12,bedroom 01,,True
277,3B_WINDOW13,bedroom 02,South,True
277,3B_WALL15,bedroom 02,,False
277,3B_WALL14,bedroom 02,,False
277,3B_FLOOR16,bedroom 02,,False
277,3B_ROOF17,bedroom 02,,False
277,3B_WINDOW3,bedroom 03,South,True
277,3B_WALL5,bedroom 03,,False
277,3B_WALL4,bedroom 03,,False
277,3B_FLOOR6,bedroom 03,,False
277,3B_ROOF7,bedroom 03,,False
295,2B_WALL1,kitchen,,False
295,2B_DOOR0,living room,,False
295,2B_FLOOR2,living room,,False
295,2B_ROOF3,living room,,True
295,2B_WALL11,bedroom 01,West,True
295,2B_WINDOW10,bedroom 01,East,True
295,2B_WINDOW9,bedroom 01,South,True
295,2B_FLOOR12,bedroom 01,,True
295,2B_ROOF13,bedroom 01,,True
295,2B_WINDOW4,bedroom 02,South,True
295,2B_WALL6,bedroom 02,,False
295,2B_WALL5,bedroom 02,,False
295,2B_FLOOR7,bedroom 02,,False
295,2B_ROOF8,bedroom 02,,True
2100,2B_WALL1,kitchen,,False
2100,2B_DOOR0,living room,,False
2100,2B_FLOOR2,living room,,False
2100,2B_ROOF3,living room,,True
2100,2B_WALL11,bedroom 01,West,True
2100,2B_WINDOW10,bedroom 01,East,True
2100,2B_WINDOW9,bedroom 01,South,True
2100,2B_FLOOR12,bedroom 01,,False
2100,2B_ROOF13,bedroom 01,,True
2100,2B_WINDOW4,bedroom 02,South,True
2100,2B_WALL6,bedroom 02,,False
2100,2B_WALL5,bedroom 02,,False
2100,2B_FLOOR7,bedroom 02,,False
2100,2B_ROOF8,bedroom 02,,True
273,2B_WALL1,kitchen,,False
273,2B_DOOR0,living room,,False
273,2B_FLOOR2,living room,,False
273,2B_ROOF3,living room,,False
273,2B_WALL11,bedroom 01,East,True
273,2B_WINDOW10,bedroom 01,West,True
273,2B_WINDOW9,bedroom 01,North,True
273,2B_FLOOR12,bedroom 01,,True
273,2B_ROOF13,bedroom 01,,True
273,2B_WINDOW4,bedroom 02,North,True
273,2B_WALL6,bedroom 02,,False
273,2B_WALL5,bedroom 02,,False
273,2B_FLOOR7,bedroom 02,,False
273,2B_ROOF8,bedroom 02,,False
2103,1B_WALL0,kitchen,,False
2103,1B_DOOR2,living room,,False
2103,1B_WALL1,living room,,False
2103,1B_FLOOR3,living room,,False
2103,1B_ROOF4,living room,,True
2103,1B_FLOOR8,bedroom 01,,False
2103,1B_ROOF9,bedroom 01,,True
280,1B_WALL0,kitchen,,False
280,1B_DOOR2,living room,,False
280,1B_WALL1,living room,,False
280,1B_FLOOR3,living room,,False
280,1B_ROOF4,living room,,False
280,1B_WALL7,bedroom 01,,False
280,1B_FLOOR8,bedroom 01,,False
280,1B_ROOF9,bedroom 01,,True
294,2B_WALL1,kitchen,,False
294,2B_DOOR0,living room,,False
294,2B_FLOOR2,living room,,False
294,2B_ROOF3,living room,,False
294,2B_WALL11,bedroom 01,North,True
294,2B_WINDOW10,bedroom 01,South,True
294,2B_WINDOW9,bedroom 01,West,True
294,2B_FLOOR12,bedroom 01,,False
294,2B_ROOF13,bedroom 01,,True
294,2B_WINDOW4,bedroom 02,West,True
294,2B_WALL6,bedroom 02,,False
294,2B_WALL5,bedroom 02,,False
294,2B_FLOOR7,bedroom 02,,False
294,2B_ROOF8,bedroom 02,,True
276,2B_WALL1,kitchen,,False
276,2B_DOOR0,living room,,False
276,2B_FLOOR2,living room,,False
276,2B_ROOF3,living room,,False
276,2B_WALL11,bedroom 01,East,True
276,2B_WINDOW10,bedroom 01,West,True
276,2B_WINDOW9,bedroom 01,North,True
276,2B_FLOOR12,bedroom 01,,False
276,2B_ROOF13,bedroom 01,,True
276,2B_WINDOW5,bedroom 02,West,True
276,2B_WINDOW4,bedroom 02,North,True
276,2B_WALL6,bedroom 02,,False
276,2B_FLOOR7,bedroom 02,,False
276,2B_ROOF8,bedroom 02,,False
289,2B_WALL1,kitchen,,False
289,2B_DOOR0,living room,,False
289,2B_FLOOR2,living room,,False
289,2B_ROOF3,living room,,False
289,2B_WALL11,bedroom 01,East,True
289,2B_WINDOW10,bedroom 01,West,True
289,2B_WINDOW9,bedroom 01,North,True
289,2B_FLOOR12,bedroom 01,,False
289,2B_ROOF13,bedroom 01,,False
289,2B_WINDOW4,bedroom 02,North,True
289,2B_WALL6,bedroom 02,,False
289,2B_WALL5,bedroom 02,,False
289,2B_FLOOR7,bedroom 02,,False
289,2B_ROOF8,bedroom 02,,False
288,2B_WALL1,kitchen,,False
288,2B_DOOR0,living room,,False
288,2B_FLOOR2,living room,,False
288,2B_ROOF3,living room,,False
288,2B_WALL9,bedroom 01,,False
288,2B_WALL11,bedroom 01,,False
288,2B_FLOOR12,bedroom 01,,False
288,2B_ROOF13,bedroom 01,,True
288,2B_WALL6,bedroom 02,,False
288,2B_WALL5,bedroom 02,,False
288,2B_FLOOR7,bedroom 02,,True
288,2B_ROOF8,bedroom 02,,False
297,1B_WALL0,kitchen,South,True
297,1B_WINDOW1,living room,North,True
297,1B_DOOR2,living room,,False
297,1B_FLOOR3,living room,,False
297,1B_ROOF4,living room,,False
297,1B_WALL5,bathroom,,False
297,1B_WINDOW6,bedroom 01,East,True
297,1B_WALL7,bedroom 01,,False
297,1B_FLOOR8,bedroom 01,,True
297,1B_ROOF9,bedroom 01,,True
282,3B_DOOR0,living room,,False
282,3B_FLOOR1,living room,,False
282,3B_ROOF2,living room,,False
282,3B_WALL10,bathroom,East,True
282,3B_WINDOW9,bedroom 01,West,True
282,3B_WINDOW8,bedroom 01,North,True
282,3B_FLOOR11,bedroom 01,,False
282,3B_ROOF12,bedroom 01,,False
282,3B_WINDOW13,bedroom 02,North,True
282,3B_WINDOW15,bedroom 02,East,True
282,3B_WINDOW14,bedroom 02,South,True
282,3B_FLOOR16,bedroom 02,,False
282,3B_ROOF17,bedroom 02,,False
282,3B_WINDOW4,bedroom 03,West,True
282,3B_WINDOW3,bedroom 03,North,True
282,3B_WALL5,bedroom 03,,False
282,3B_FLOOR6,bedroom 03,,False
282,3B_ROOF7,bedroom 03,,False
284,3B_DOOR0,living room,,False
284,3B_FLOOR1,living room,,False
284,3B_ROOF2,living room,,False
284,3B_WALL10,bathroom,South,True
284,3B_WINDOW9,bedroom 01,North,True
284,3B_WINDOW8,bedroom 01,East,True
284,3B_FLOOR11,bedroom 01,,False
284,3B_ROOF12,bedroom 01,,False
284,3B_WINDOW13,bedroom 02,East,True
284,3B_WINDOW15,bedroom 02,South,True
284,3B_WALL14,bedroom 02,,False
284,3B_FLOOR16,bedroom 02,,False
284,3B_ROOF17,bedroom 02,,True
284,3B_WINDOW3,bedroom 03,East,True
284,3B_WALL5,bedroom 03,,False
284,3B_WALL4,bedroom 03,,False
284,3B_FLOOR6,bedroom 03,,False
284,3B_ROOF7,bedroom 03,,False
267,3B_DOOR0,living room,,False
267,3B_FLOOR1,living room,,False
267,3B_ROOF2,living room,,False
267,3B_WALL10,bathroom,,False
267,3B_FLOOR11,bedroom 01,,False
267,3B_ROOF12,bedroom 01,,False
267,3B_WALL13,bedroom 02,,False
267,3B_WALL15,bedroom 02,,False
267,3B_WALL14,bedroom 02,,False
267,3B_FLOOR16,bedroom 02,,False
267,3B_ROOF17,bedroom 02,,False
267,3B_WALL5,bedroom 03,,False
267,3B_WALL4,bedroom 03,,False
267,3B_FLOOR6,bedroom 03,,False
267,3B_ROOF7,bedroom 03,,False
385,3B_DOOR0,living room,,False
385,3B_FLOOR1,living room,,False
385,3B_ROOF2,living room,,True
385,3B_WALL10,bathroom,West,True
385,3B_WINDOW9,bedroom 01,East,True
385,3B_WINDOW8,bedroom 01,South,True
385,3B_FLOOR11,bedroom 01,,False
385,3B_ROOF12,bedroom 01,,True
385,3B_WINDOW13,bedroom 02,South,True
385,3B_WALL15,bedroom 02,,False
385,3B_WALL14,bedroom 02,,False
385,3B_FLOOR16,bedroom 02,,False
385,3B_ROOF17,bedroom 02,,False
385,3B_WINDOW3,bedroom 03,South,True
385,3B_WALL5,bedroom 03,,False
385,3B_WALL4,bedroom 03,,False
385,3B_FLOOR6,bedroom 03,,False
385,3B_ROOF7,bedroom 03,,True
379,1B_WALL0,kitchen,,False
379,1B_DOOR2,living room,,False
379,1B_WALL1,living room,,False
379,1B_FLOOR3,living room,,False
379,1B_ROOF4,living room,,False
379,1B_WALL5,bathroom,,False
379,1B_WALL6,bedroom 01,,False
379,1B_FLOOR8,bedroom 01,,True
379,1B_ROOF9,bedroom 01,,False
363,3B_DOOR0,living room,,False
363,3B_FLOOR1,living room,,False
363,3B_ROOF2,living room,,False
363,3B_WALL10,bathroom,West,True
363,3B_WINDOW9,bedroom 01,East,True
363,3B_WINDOW8,bedroom 01,South,True
363,3B_FLOOR11,bedroom 01,,False
363,3B_ROOF12,bedroom 01,,False
363,3B_WINDOW13,bedroom 02,South,True
363,3B_WALL15,bedroom 02,,False
363,3B_WALL14,bedroom 02,,False
363,3B_FLOOR16,bedroom 02,,False
363,3B_ROOF17,bedroom 02,,True
363,3B_WINDOW3,bedroom 03,South,True
363,3B_WALL5,bedroom 03,,False
363,3B_WALL4,bedroom 03,,False
363,3B_FLOOR6,bedroom 03,,False
363,3B_ROOF7,bedroom 03,,True
368,2B_WALL1,kitchen,,False
368,2B_DOOR0,living room,,False
368,2B_FLOOR2,living room,,False
368,2B_ROOF3,living room,,False
368,2B_WALL11,bedroom 01,East,True
368,2B_WINDOW10,bedroom 01,West,True
368,2B_WINDOW9,bedroom 01,North,True
368,2B_FLOOR12,bedroom 01,,True
368,2B_ROOF13,bedroom 01,,False
368,2B_WINDOW4,bedroom 02,North,True
368,2B_WALL6,bedroom 02,,False
368,2B_WALL5,bedroom 02,,False
368,2B_FLOOR7,bedroom 02,,False
368,2B_ROOF8,bedroom 02,,False
390,3B_DOOR0,living room,,False
390,3B_FLOOR1,living room,,True
390,3B_ROOF2,living room,,True
390,3B_WALL10,bathroom,West,True
390,3B_WINDOW9,bedroom 01,East,True
390,3B_WINDOW8,bedroom 01,South,True
390,3B_FLOOR11,bedroom 01,,False
390,3B_ROOF12,bedroom 01,,True
390,3B_WINDOW13,bedroom 02,South,True
390,3B_WALL15,bedroom 02,,False
390,3B_WALL14,bedroom 02,,False
390,3B_FLOOR16,bedroom 02,,False
390,3B_ROOF17,bedroom 02,,True
390,3B_WINDOW3,bedroom 03,South,True
390,3B_WALL5,bedroom 03,,False
390,3B_WALL4,bedroom 03,,False
390,3B_FLOOR6,bedroom 03,,False
390,3B_ROOF7,bedroom 03,,True
386,2B_WALL1,kitchen,,False
